Make,Price,Color,Fuel Type,Car Origin,Car License,Transmission Type,Glass,Engine Power,Mileage,Payment Method,Available,Previous Owners,Air Conditioner,Central Locking,Alarm System,CD Player,Sunroof,Alloy Wheels,Leather Seats,Airbag,Passenger Count,age
اوبل,18999,أزرق,بنزين,خصوصي,فلسطينية,عادي,يدوي,1400,,نقدا فقط,للبيع فقط,,0,0,0,1,1,1,1,0,4.0,25
بي,57000,خمري,بنزين,خصوصي,فلسطينية,عادي,الكتروني,2800,228000.0,إمكانية التقسيط,للبيع أو التبديل,5.0,1,1,1,1,1,1,1,1,4.0,31
سكودا,54000,رمادي,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,45.0,إمكانية التقسيط,للبيع أو التبديل,3.0,1,1,1,1,0,1,1,1,4.0,15
كيا,56000,خمري,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,54000.0,نقدا فقط,للبيع أو التبديل,2.0,1,1,1,1,0,1,1,1,4.0,8
فولكسفاجن,25000,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,0.0,نقدا فقط,للبيع فقط,,1,1,1,1,0,1,1,1,,18
سكودا,59000,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1600,400.0,نقدا فقط,للبيع فقط,2.0,1,1,0,1,0,1,1,1,4.0,9
هونداي,136000,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,70.0,نقدا فقط,للبيع فقط,2.0,1,1,1,1,0,1,1,1,6.0,5
كيا,46000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,24.0,نقدا فقط,للبيع أو التبديل,1.0,1,1,1,1,0,0,0,1,4.0,8
ميتسوبيشي,25000,رصاصي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,0.0,نقدا فقط,للبيع أو التبديل,4.0,1,1,0,1,0,1,0,0,4.0,33
هونداي,19000,أسود ميتالك,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,87000.0,إمكانية التقسيط,للبيع أو التبديل,1.0,1,1,1,1,1,1,1,1,4.0,7
فولكسفاجن,110000,بني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,83000.0,إمكانية التقسيط,للبيع فقط,1.0,1,1,1,1,0,1,0,1,4.0,9
سكودا,77000,كحلي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,نقدا فقط,للبيع فقط,0.0,1,1,1,1,0,1,1,0,4.0,8
كيا,66000,سكني,ديزل,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,2500,17000.0,نقدا فقط,للبيع أو التبديل,3.0,1,1,1,1,1,1,1,1,4.0,16
بيجو,50000,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,215000.0,إمكانية التقسيط,للبيع أو التبديل,2.0,1,1,0,1,0,0,1,1,4.0,15
فولكسفاجن,115000,أزرق سماوي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1800,,إمكانية التقسيط,للبيع أو التبديل,,1,1,1,1,1,1,1,1,4.0,11
اوبل,51900,فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,,إمكانية التقسيط,للبيع أو التبديل,1.0,1,1,1,1,0,1,1,1,,10
مرسيدس,48000,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,3000,40000.0,إمكانية التقسيط,للبيع أو التبديل,2.0,1,1,0,0,1,0,0,0,2.0,25
هونداي,112000,فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,200,,إمكانية التقسيط,للبيع أو التبديل,,1,1,1,1,0,1,1,1,4.0,8
فورد,40000,فيراني,بنزين,تأجير,فلسطينية,اوتوماتيك,الكتروني,1600,15000.0,نقدا فقط,للبيع فقط,1.0,0,1,0,1,0,0,0,1,4.0,7
سكودا,115000,عدة الوان,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,0.0,نقدا فقط,للبيع أو التبديل,0.0,1,1,1,1,0,0,0,1,4.0,7
فولكسفاجن,13500,أزرق,ديزل,خصوصي,فلسطينية,عادي,يدوي,1600,100000.0,إمكانية التقسيط,للبيع أو التبديل,3.0,0,0,0,0,0,0,0,0,7.0,36
بي,165000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,3000,,نقدا فقط,للبيع فقط,,1,1,1,1,1,1,1,1,4.0,9
فيات,28500,فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1250,180000.0,نقدا فقط,للبيع أو التبديل,4.0,1,1,0,1,0,1,0,1,4.0,14
لاندروفر,245000,رمادي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,13000.0,إمكانية التقسيط,للبيع فقط,0.0,1,1,1,1,1,1,1,1,6.0,5
كيا,45000,أبيض,بنزين,تأجير,فلسطينية,اوتوماتيك,الكتروني,1400,110.0,إمكانية التقسيط,للبيع أو التبديل,2.0,1,1,1,0,0,0,0,1,4.0,9
فولكسفاجن,44000,سكني,ديزل,تدريب سياقة,فلسطينية,عادي,الكتروني,2000,,إمكانية التقسيط,للبيع فقط,,0,0,0,0,0,0,0,0,4.0,15
فولكسفاجن,78000,أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,200000.0,إمكانية التقسيط,للبيع فقط,3.0,1,1,1,1,0,1,1,1,4.0,12
اوبل,69000,أسود ميتالك,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,40.0,نقدا فقط,للبيع فقط,0.0,1,1,1,1,0,1,0,1,4.0,7
مرسيدس,55000,أبيض,ديزل,تجاري,فلسطينية,عادي,يدوي,1600,0.0,نقدا فقط,للبيع أو التبديل,2.0,0,0,0,1,0,0,0,0,,31
فولكسفاجن,30000,أزرق سماوي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1800,0.0,نقدا فقط,للبيع فقط,,1,1,0,0,1,1,1,1,4.0,25
بيجو,22000,رصاصي,بنزين,خصوصي,فلسطينية,عادي,يدوي,1400,230.0,نقدا فقط,للبيع فقط,6.0,1,1,1,1,0,1,1,1,4.0,17
سكودا,50000,أسود ميتالك,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,90000.0,إمكانية التقسيط,للبيع أو التبديل,,1,1,0,1,0,0,0,1,4.0,11
بيجو,38000,رمادي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,58000.0,نقدا فقط,للبيع فقط,3.0,1,1,1,1,0,1,0,1,,11
هونداي,93000,فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,نقدا فقط,للبيع فقط,,1,1,1,1,0,1,1,1,4.0,9
فولكسفاجن,14000,خمري,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1800,,نقدا فقط,للبيع فقط,5.0,1,1,1,1,0,1,1,0,4.0,29
فولكسفاجن,60000,فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,,نقدا فقط,للبيع فقط,2.0,1,1,1,1,0,1,0,0,,16
اوبل,44000,فيراني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,21000.0,نقدا فقط,للتبديل فقط,2.0,1,1,0,1,0,1,0,0,4.0,17
هونداي,142000,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,40.0,نقدا فقط,للبيع فقط,,1,1,1,1,1,1,1,1,4.0,5
فولكسفاجن,10000,فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1300,200000.0,إمكانية التقسيط,للبيع أو التبديل,12.0,0,0,0,0,0,0,0,0,4.0,39
مرسيدس,85000,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,نقدا فقط,للبيع فقط,,0,0,0,0,0,0,0,0,4.0,9
سكودا,50000,أبيض عاجي,ديزل,عمومي,فلسطينية,اوتوماتيك,الكتروني,1600,490000.0,نقدا فقط,للبيع فقط,5.0,1,1,1,1,0,1,0,1,4.0,11
سكودا,40000,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,,نقدا فقط,للبيع فقط,,0,0,0,1,0,1,0,0,4.0,21
سكودا,195000,أسود,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,70000.0,إمكانية التقسيط,للبيع أو التبديل,0.0,1,1,1,1,1,1,1,1,6.0,4
كيا,45000,أزرق,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,إمكانية التقسيط,للبيع فقط,2.0,1,1,1,1,1,1,1,1,4.0,16
كيا,34000,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1600,15000.0,نقدا فقط,للبيع أو التبديل,1.0,1,1,0,1,0,0,1,0,4.0,14
فيات,15000,أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1000,23000.0,نقدا فقط,للبيع أو التبديل,3.0,1,1,1,1,0,1,1,1,,30
سكودا,95000,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,56000.0,إمكانية التقسيط,للبيع فقط,0.0,1,1,1,1,0,1,0,1,4.0,7
فورد,38000,أبيض,ديزل,عمومي,فلسطينية,عادي,يدوي,2500,0.0,إمكانية التقسيط,للبيع فقط,3.0,0,0,0,1,0,0,0,0,6.0,23
بي,65000,كحلي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,180.0,نقدا فقط,للبيع أو التبديل,10.0,1,1,1,1,1,1,1,1,4.0,19
هونداي,53000,أبيض عاجي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,نقدا فقط,للبيع فقط,3.0,1,1,0,1,0,1,1,1,4.0,10
فورد,42000,برتقالي,ديزل,عمومي,فلسطينية,عادي,الكتروني,3000,,إمكانية التقسيط,للبيع فقط,2.0,1,1,1,1,0,1,1,1,7.0,15
كيا,38000,أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,213000.0,نقدا فقط,للتبديل فقط,3.0,1,1,1,0,0,1,1,1,4.0,16
سكودا,70000,سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1900,0.0,نقدا فقط,للبيع أو التبديل,3.0,1,1,1,1,0,1,0,1,4.0,14
ايسوزو,33000,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,300,40000.0,إمكانية التقسيط,للبيع فقط,2.0,0,0,0,0,0,0,0,0,2.0,24
فولكسفاجن,149000,ذهبي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1500,40000.0,نقدا فقط,للبيع فقط,1.0,1,1,1,1,1,1,0,1,4.0,3
فولكسفاجن,120000,خمري,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2000,,نقدا فقط,للبيع فقط,1.0,1,1,1,1,0,1,0,1,6.0,7
تويوتا,200000,كحلي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,3000,790000.0,نقدا فقط,للبيع فقط,1.0,1,1,1,1,1,1,1,1,6.0,15
اوبل,55000,بترولي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,,نقدا فقط,للبيع فقط,,1,1,0,0,0,1,0,1,4.0,6
كيا,62000,أحمر,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1400,100000.0,إمكانية التقسيط,للبيع فقط,2.0,1,1,0,1,0,1,1,1,4.0,9
سكودا,60000,فضي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,0.0,إمكانية التقسيط,للبيع فقط,2.0,1,1,1,1,0,1,0,1,4.0,11
كيا,79000,أسود,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,33000.0,نقدا فقط,للبيع فقط,0.0,1,1,1,1,0,1,1,1,4.0,4
هونداي,72000,سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,14000.0,نقدا فقط,للبيع فقط,2.0,1,1,1,1,1,1,1,0,6.0,15
هونداي,32000,رصاصي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,20000.0,نقدا فقط,للبيع أو التبديل,4.0,1,0,0,1,0,1,1,0,4.0,16
هونداي,105000,سكني,ديزل,خصوصي,فلسطينية,اوتوماتيك,يدوي,2000,35000.0,إمكانية التقسيط,للبيع فقط,1.0,1,0,0,0,0,1,0,0,4.0,7
فولكسفاجن,23000,أبيض,بنزين,خصوصي,فلسطينية,عادي,يدوي,1900,123456789.0,إمكانية التقسيط,للبيع أو التبديل,4.0,1,1,1,1,0,0,1,1,4.0,27
سكودا,60000,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,2000,440000.0,إمكانية التقسيط,للبيع فقط,5.0,1,1,1,1,0,1,0,0,,16
هونداي,162000,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,,إمكانية التقسيط,للبيع أو التبديل,,1,1,1,1,1,1,1,1,6.0,5
سكودا,680000,أسود,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1900,,نقدا فقط,للبيع فقط,3.0,0,1,1,1,0,0,0,1,,14
هونداي,55000,فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,,إمكانية التقسيط,للبيع فقط,,1,1,0,1,0,1,1,1,6.0,17
فولكسفاجن,117000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,16000.0,إمكانية التقسيط,للبيع أو التبديل,0.0,1,1,1,1,1,1,1,1,4.0,4
سوبارو,14000,أزرق سماوي,بنزين,خصوصي,فلسطينية,عادي,يدوي,1800,200000.0,نقدا فقط,للبيع أو التبديل,7.0,0,0,0,0,0,1,0,1,4.0,32
هونداي,38000,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,,نقدا فقط,للبيع فقط,,1,1,1,0,0,1,1,0,4.0,18
فورد,45000,بترولي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,100.0,نقدا فقط,للبيع فقط,3.0,1,1,1,1,1,1,1,1,4.0,9
بيجو,42000,رمادي,ديزل,خصوصي,فلسطينية,عادي,يدوي,1600,,إمكانية التقسيط,للبيع فقط,,1,0,0,1,0,1,0,1,4.0,16
فولكسفاجن,28000,أبيض عاجي,ديزل,عمومي,فلسطينية,عادي,يدوي,1900,,نقدا فقط,للبيع فقط,,1,1,1,1,0,0,0,1,4.0,23
رينو,7500,فضي,بنزين,خصوصي,فلسطينية,عادي,يدوي,1400,,نقدا فقط,للبيع فقط,,0,0,0,0,0,0,0,0,4.0,39
مرسيدس,16000,أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,يدوي,1900,0.0,إمكانية التقسيط,للبيع أو التبديل,2.0,1,0,1,1,0,0,0,0,4.0,40
اوبل,40000,سكني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,,نقدا فقط,للبيع فقط,1.0,1,1,1,1,0,0,0,1,4.0,17
فيات,17000,أحمر,بنزين,خصوصي,فلسطينية,عادي,يدوي,1000,0.0,نقدا فقط,للبيع أو التبديل,3.0,0,1,1,1,0,1,0,1,4.0,39
سيت,99999,سكني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,52000.0,نقدا فقط,للبيع أو التبديل,1.0,1,1,1,1,0,1,0,1,,9
ستروين,75000,فضي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,68000.0,إمكانية التقسيط,للبيع فقط,1.0,1,0,0,0,0,0,0,1,,7
فورد,52000,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,2000,0.0,إمكانية التقسيط,للبيع فقط,4.0,0,0,0,0,0,0,0,0,9.0,20
ستروين,100000,رمادي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,30000.0,نقدا فقط,للبيع فقط,1.0,1,1,1,1,0,0,0,1,4.0,5
فورد,43000,كرميدي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1250,,إمكانية التقسيط,للبيع أو التبديل,3.0,1,1,1,1,0,0,0,1,4.0,10
شاحنة,80000,أزرق سماوي,ديزل,تجاري,فلسطينية,اوتوماتيك,الكتروني,460,120.0,نقدا فقط,للتبديل فقط,,1,1,1,1,1,0,0,0,,16
اوبل,36000,بترولي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,100000.0,نقدا فقط,للبيع أو التبديل,1.0,1,1,1,1,0,1,1,1,4.0,10
كيا,42000,أبيض عاجي,ديزل,عمومي,فلسطينية,عادي,الكتروني,1600,30000.0,نقدا فقط,للبيع أو التبديل,2.0,1,1,0,1,0,0,0,1,4.0,13
كيا,39500,بيج,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1250,115.0,نقدا فقط,للبيع فقط,4.0,1,1,1,1,0,0,0,1,4.0,11
ستروين,41500,رمادي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,250.0,نقدا فقط,للبيع فقط,3.0,1,1,1,1,1,1,0,1,6.0,12
هونداي,60000,فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,,نقدا فقط,للبيع أو التبديل,,1,1,1,1,1,1,1,1,6.0,14
هونداي,130000,فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,45000.0,نقدا فقط,للبيع فقط,1.0,1,1,1,0,0,1,0,1,4.0,5
سيت,75000,فيراني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,84000.0,إمكانية التقسيط,للبيع فقط,1.0,1,1,1,1,0,1,0,1,,7
جييب,85000,رصاصي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,3700,130000.0,إمكانية التقسيط,للبيع أو التبديل,1.0,1,1,1,1,1,1,1,1,4.0,20
هونداي,19000,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,,إمكانية التقسيط,للبيع أو التبديل,4.0,0,0,0,0,0,0,0,0,,24
مرسيدس,260000,أسود,هايبرد,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,60000.0,إمكانية التقسيط,للبيع فقط,,0,0,0,0,0,0,0,0,,5
رينو,45000,أبيض عاجي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,13000.0,إمكانية التقسيط,للبيع أو التبديل,0.0,1,0,1,1,0,1,0,1,4.0,11
اوبل,43000,أزرق,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,,إمكانية التقسيط,للبيع فقط,5.0,1,1,1,1,1,1,1,1,4.0,17
فيات,29000,أزرق سماوي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1250,130.0,نقدا فقط,للبيع فقط,,1,1,0,1,0,0,0,1,,14
مرسيدس,240000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,67000.0,إمكانية التقسيط,للبيع أو التبديل,1.0,1,1,1,1,1,1,1,1,4.0,9
اودي,12500,أبيض,بنزين,خصوصي,فلسطينية,عادي,يدوي,1600,0.0,إمكانية التقسيط,للبيع أو التبديل,11.0,0,1,1,0,0,1,0,0,4.0,41
ستروين,48000,أسود ميتالك,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,170000.0,نقدا فقط,للبيع فقط,3.0,1,1,0,1,0,0,1,1,4.0,10
اوبل,33000,ذهبي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2500,200000.0,نقدا فقط,للبيع فقط,2.0,1,1,1,1,1,1,1,1,4.0,26
اودي,35000,أخضر,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1800,174.0,نقدا فقط,للبيع فقط,1.0,1,1,1,1,1,1,1,1,4.0,22
سيت,55000,رصاصي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,70000.0,نقدا فقط,للبيع فقط,2.0,1,1,0,1,0,1,1,1,4.0,9
فولكسفاجن,135500,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,62000.0,إمكانية التقسيط,للبيع فقط,1.0,1,1,1,1,1,1,1,1,4.0,8
هونداي,51000,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,79.0,نقدا فقط,للبيع فقط,1.0,1,1,0,0,0,1,1,1,4.0,9
مازدا,72000,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2500,330000.0,نقدا فقط,للبيع فقط,2.0,1,1,1,1,0,0,0,1,4.0,17
