Make,Year,Price,Color,Fuel Type,Car Origin,Car License,Transmission Type,Glass,Engine Power,Mileage,Payment Method,Available,Previous Owners,Additions,Air Conditioner,Central Locking,Alarm System,CD Player,Sunroof,Alloy Wheels,Leather Seats,Airbag,Passenger Count,Drive Type
اوبل زافيرا,2004,51000,سكني,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2000,492000,نقدا فقط,للبيع أو التبديل,يد 1,"مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,0,1,0,1,1,1,6+1,
هونداي اكسنت,2008,42000,أزرق سماوي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,,إمكانية التقسيط,للبيع فقط,,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
وسادة حماية هوائية",1,1,1,1,0,0,0,1,4+1,
جييب سانتافيه,2008,68000,أسود ميتالك,ديزل,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,2200,80000,إمكانية التقسيط,للبيع فقط,يد ثني,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,1,1,1,1,6+1,
ستروين بيرلينجو,2013,70000,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,١٥٢٠٠٠,إمكانية التقسيط,للبيع فقط,٤,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
وسادة حماية هوائية",1,1,1,1,0,0,0,1,4+1,
كيا برايد,2008,40000,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,١٠٨٠٠٠,نقدا فقط,للبيع فقط,٦,"مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم",1,1,0,1,0,1,0,0,4+1,
فولكسفاجن كادي,2008,55000,رمادي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,2000,٦٦٧٨٩٠,نقدا فقط,للبيع أو التبديل,٢,"مُكيّف
مسجل CD",1,0,0,1,0,0,0,0,6+1,
سكودا اوكتافيا,2002,36500,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,,نقدا فقط,للبيع فقط,,"إغلاق مركزي
جهاز إنذار
وسادة حماية هوائية",0,1,1,0,0,0,0,1,4+1,
كيا ماجنتيس,2010,40000,أبيض عاجي,ديزل,عمومي,فلسطينية,عادي,الكتروني,2000,0,نقدا فقط,للبيع أو التبديل,٤,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,0,1,1,1,4+1,
فولكسفاجن CC,2010,87000,أبيض عاجي,بنزين,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,2000,120000قابل لزيادة,إمكانية التقسيط,للبيع أو التبديل,2,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,1,1,1,1,5+1,
اوبل زافيرا,2003,25000,خمري,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1995,250,إمكانية التقسيط,للبيع أو التبديل,6,"مُكيّف
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية",1,0,1,1,0,1,0,1,6+1,
نيسان كشكاي,2016,140000,بنفسجي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,34000,إمكانية التقسيط,للبيع فقط,يد ثانية,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,1,1,1,1,4+1,
هونداي i20,2010,35000,أسود,بنزين,تأجير,فلسطينية,اوتوماتيك,الكتروني,1400,30000,إمكانية التقسيط,للبيع أو التبديل,1,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,0,1,1,1,4+١,
هونداي سانتافيه,2019,144999,رصاصي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,70000,نقدا فقط,للبيع فقط,يد اولى,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,0,1,1,1,6+1,دفع أمامي
هونداي فينيو,2021,102000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,6000,نقدا فقط,للبيع أو التبديل,صفر,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,0,1,1,1,4+1,دفع أمامي
اوبل اسكونا,1984,6000,أبيض,بنزين,خصوصي,فلسطينية,عادي,يدوي,1300,200,نقدا فقط,للبيع فقط,5,"جنطات مغنيسيوم
فرش جلد",0,0,0,0,0,1,1,0,5+1,
فولكسفاجن بولو,1984,16000,أحمر,ديزل,خصوصي,فلسطينية,عادي,يدوي,1900,0000,إمكانية التقسيط,للبيع أو التبديل,5,,0,0,0,0,0,0,0,0,4+1,
سكودا اوكتافيا,2016,104000,فضي,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,200000,نقدا فقط,للبيع فقط,يد أولى,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,0,1,1,1,,
اوبل كورسا,2008,43000,أزرق سماوي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,90000 كيلو,نقدا فقط,للبيع فقط,يد ثانيه,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
وسادة حماية هوائية",1,1,1,1,0,0,0,1,4+1,
هوندا CR-V,2006,49000,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1999,192000,نقدا فقط,للبيع فقط,اولى,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية",1,1,1,1,0,1,0,1,4+1,دفع رباعي 4x4
كيا اوبتيما,2014,72000,أسود ميتالك,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,100,نقدا فقط,للبيع أو التبديل,,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,0,1,1,1,4+1,
مازدا 323,1993,25000,أبيض,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,١١٠,إمكانية التقسيط,للبيع أو التبديل,٥,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,0,1,1,1,4+1,
هونداي سانتافيه,2018,150000,أبيض,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,75000,إمكانية التقسيط,للبيع أو التبديل,1,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,1,1,1,1,6+1,دفع رباعي 4x4
بيجو 205,1988,19000,فضي,بنزين,حكومي,فلسطينية,عادي,الكتروني,1400,,نقدا فقط,للبيع فقط,8,"إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد",0,1,1,1,1,1,1,0,4+1,
ستروين بيكاسو C4,2014,81999,رصاصي,ديزل,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,1600,,إمكانية التقسيط,للبيع أو التبديل,يد اولى,"مُكيّف
إغلاق مركزي
جهاز إنذار
جنطات مغنيسيوم
وسادة حماية هوائية",1,1,1,0,0,1,0,1,6+1,
سكودا اوكتافيا,2002,44000,أبيض عاجي,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,460000,إمكانية التقسيط,للبيع أو التبديل,يد ثالثه,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية",1,1,1,1,0,1,0,1,4+1,
فولكسفاجن كادي,2015,84000,أبيض,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,150,إمكانية التقسيط,للبيع فقط,اولى,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فرش جلد
وسادة حماية هوائية",1,1,1,1,0,0,1,1,6+1,
هونداي i30,2012,55000,فيراني,بنزين,تأجير,فلسطينية,اوتوماتيك,الكتروني,1600,1234,إمكانية التقسيط,للبيع أو التبديل,,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
وسادة حماية هوائية",1,1,1,1,1,1,0,1,4+1,دفع أمامي
فولكسفاجن جيتا,2013,75000,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,108000,إمكانية التقسيط,للبيع أو التبديل,1,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية",1,1,1,1,0,1,0,1,4+1,
بي ام دبليو 525,2003,55000,أخضر,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2500,,إمكانية التقسيط,للبيع أو التبديل,,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,0,1,1,1,4+1,دفع خلفي
سكودا سوبيرب,2011,100000,أسود,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,183000,إمكانية التقسيط,للبيع فقط,1,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,1,1,1,1,4+1,
سكودا رابيد,2014,67000,كحلي,ديزل,خصوصي,فلسطينية,عادي,الكتروني,1600,161000,نقدا فقط,للبيع فقط,يد اولى,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية",1,1,1,1,0,1,0,1,4+1,
كيا بيكانتو,2017,49000,أبيض,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,51000,نقدا فقط,للبيع أو التبديل,,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,0,1,1,1,,
هونداي ٢٠٠٦,2006,40000,رمادي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,٤٠٠٠٠,نقدا فقط,للبيع فقط,يدثانية,"مُكيّف
جهاز إنذار
مسجل CD
جنطات مغنيسيوم",1,0,1,1,0,1,0,0,4+1,
فورد فيستا,2013,34000,كحلي,بنزين,تأجير,فلسطينية,عادي,الكتروني,1250,165000,نقدا فقط,للبيع أو التبديل,,"مُكيّف
إغلاق مركزي
مسجل CD
فرش جلد
وسادة حماية هوائية",1,1,0,1,0,0,1,1,4+1,
فولكسفاجن باسات,2017,116999,أسود ميتالك,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,80500,نقدا فقط,للبيع فقط,1,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,0,1,1,1,4+1,
فولكسفاجن جولف,2009,66000,فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,,نقدا فقط,للبيع فقط,,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية",1,1,1,1,0,1,0,1,,
أفيكو 2007,2007,50000,أبيض عاجي,ديزل,تجاري,فلسطينية,عادي,الكتروني,3000,280000,إمكانية التقسيط,للبيع فقط,1,"مُكيّف
مسجل CD",1,0,0,1,0,0,0,0,2+1,
تويوتا كورولا,2019,118000,أبيض عاجي,بنزين,خصوصي,فلسطينية,نصف اوتوماتيك,الكتروني,1600,60000,نقدا فقط,للبيع فقط,استيراد المانيا,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,0,1,1,1,4+1,دفع أمامي
فولكسفاجن جولف,2008,52000,أسود,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1600,,نقدا فقط,للبيع فقط,,"مُكيّف
إغلاق مركزي
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية",1,1,0,1,0,1,0,1,4+1,
فولكسفاجن بورا,2004,36000,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1600,950000,إمكانية التقسيط,للبيع فقط,2,"مُكيّف
جهاز إنذار
مسجل CD
فتحة سقف",1,0,1,1,1,0,0,0,,
سيت ابيزا,2016,54000,فضي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1200,70000,نقدا فقط,للبيع فقط,يد اولى,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,0,1,1,1,4+1,
بي ام دبليو 520,2014,135000,ذهبي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,160000,نقدا فقط,للبيع فقط,يد اولى,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,1,1,1,1,4+1,دفع خلفي
سيت ابيزا,2017,72000,أزرق,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,110000,نقدا فقط,للبيع فقط,2,,0,0,0,0,0,0,0,0,4+1,
دايو ماتيز,2002,19000,ذهبي,بنزين,خصوصي,فلسطينية,عادي,الكتروني,800,,نقدا فقط,للبيع فقط,يد ثانية,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
وسادة حماية هوائية",1,1,1,1,0,1,0,1,3+1,
مرسيدس 200,2015,245000,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2000,27000,نقدا فقط,للبيع فقط,1,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,1,1,1,1,4+1,
فيات اونو,1986,9500,خمري,بنزين,خصوصي,فلسطينية,عادي,يدوي,1000,,نقدا فقط,للبيع فقط,ثمانيه,,0,0,0,0,0,0,0,0,4+1,
كيا برايد,2016,64000,سكني,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,19000,نقدا فقط,للبيع فقط,غير منمرة,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,0,1,1,1,4+1,
هونداي سانتافيه,2018,149000,فيراني,ديزل,خصوصي,فلسطينية,اوتوماتيك,الكتروني,2200,,إمكانية التقسيط,للبيع أو التبديل,,"مُكيّف
إغلاق مركزي
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,0,0,0,1,1,1,6+1,دفع رباعي 4x4
اوبل كورسا,2014,51000,فيراني,بنزين,خصوصي,فلسطينية,عادي,الكتروني,1400,65000,نقدا فقط,للبيع فقط,يد اولى,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,0,1,1,1,4+1,
فولكسفاجن بولو,1998,16000,أبيض,ديزل,عمومي,فلسطينية,عادي,الكتروني,1900,,إمكانية التقسيط,للبيع أو التبديل,5,"مُكيّف
جهاز إنذار
مسجل CD
جنطات مغنيسيوم",1,0,1,1,0,1,0,0,3+1,دفع أمامي
مرسيدس 300,1996,50000,رصاصي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,3200,,نقدا فقط,للبيع فقط,,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,1,1,1,1,1,1,4+1,
سكودا اوكتافيا,2018,123000,ذهبي,بنزين,عمومي,فلسطينية,اوتوماتيك,الكتروني,1400,66000,نقدا فقط,للبيع فقط,3,"مُكيّف
إغلاق مركزي
جهاز إنذار
مسجل CD
فتحة سقف
جنطات مغنيسيوم
وسادة حماية هوائية",1,1,1,1,1,1,0,1,4+1,دفع أمامي
كيا ريو,2016,72000,أسود,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1400,15000,نقدا فقط,للبيع فقط,يد اولى,"مُكيّف
إغلاق مركزي
مسجل CD
فتحة سقف
جنطات مغنيسيوم
فرش جلد
وسادة حماية هوائية",1,1,0,1,1,1,1,1,4+1,دفع أمامي
كيا بيكانتو,2016,46600,فضي,بنزين,خصوصي,فلسطينية,اوتوماتيك,الكتروني,1000,51000,نقدا فقط,للبيع فقط,غير منمره,"مُكيّف
إغلاق مركزي
مسجل CD
وسادة حماية هوائية",1,1,0,1,0,0,0,1,4+1,
